id,hour,day_of_week,month,day_of_year,is_weekend,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,month_sin,month_cos,hour_day_interaction,hour_month_interaction,day_month_interaction,weekend_hour_interaction,weekend_month_interaction,time_since_midnight,time_since_week_start,is_monday,is_friday,is_end_of_month,is_beginning_of_month,valeur_CO,valeur_NO2,valeur_O3,valeur_PM10,valeur_PM25
2022-08-13 00,0,5,8,225,1,0.0,1.0,-0.9749279121818235,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,0,0,40,0,8,0.0,120,0,0,0,0,0.179,19.0,94.6,,9.1
2022-08-13 01,1,5,8,225,1,0.25881904510252074,0.9659258262890683,-0.9749279121818235,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,5,8,40,1,8,1.0,121,0,0,0,0,0.165,14.4,97.0,,7.6
2022-08-13 02,2,5,8,225,1,0.49999999999999994,0.8660254037844387,-0.9749279121818235,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,10,16,40,2,8,2.0,122,0,0,0,0,0.153,11.5,97.1,,7.6
2022-08-13 03,3,5,8,225,1,0.7071067811865475,0.7071067811865476,-0.9749279121818235,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,15,24,40,3,8,3.0,123,0,0,0,0,0.176,20.5,79.5,,9.9
2022-08-13 04,4,5,8,225,1,0.8660254037844386,0.5000000000000001,-0.9749279121818235,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,20,32,40,4,8,4.0,124,0,0,0,0,0.163,19.5,80.9,,8.7
2022-08-13 05,5,5,8,225,1,0.9659258262890683,0.25881904510252074,-0.9749279121818235,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,25,40,40,5,8,5.0,125,0,0,0,0,0.189,30.7,65.2,,9.4
2022-08-13 06,6,5,8,225,1,1.0,6.123233995736766e-17,-0.9749279121818235,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,30,48,40,6,8,6.0,126,0,0,0,0,0.154,15.9,85.1,,7.7
2022-08-13 07,7,5,8,225,1,0.9659258262890683,-0.25881904510252063,-0.9749279121818235,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,35,56,40,7,8,7.0,127,0,0,0,0,0.148,12.5,92.1,,8.1
2022-08-13 08,8,5,8,225,1,0.8660254037844388,-0.4999999999999998,-0.9749279121818235,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,40,64,40,8,8,8.0,128,0,0,0,0,0.152,12.3,99.0,,7.2
2022-08-13 09,9,5,8,225,1,0.7071067811865476,-0.7071067811865475,-0.9749279121818235,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,45,72,40,9,8,9.0,129,0,0,0,0,0.137,7.2,110.9,,6.6
2022-08-13 10,10,5,8,225,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818235,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,50,80,40,10,8,10.0,130,0,0,0,0,0.135,6.4,116.8,,6.9
2022-08-13 11,11,5,8,225,1,0.258819045102521,-0.9659258262890682,-0.9749279121818235,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,55,88,40,11,8,11.0,131,0,0,0,0,0.134,6.2,119.4,,9.0
2022-08-13 12,12,5,8,225,1,1.2246467991473532e-16,-1.0,-0.9749279121818235,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,60,96,40,12,8,12.0,132,0,0,0,0,0.136,6.9,114.4,,8.4
2022-08-13 13,13,5,8,225,1,-0.2588190451025208,-0.9659258262890683,-0.9749279121818235,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,65,104,40,13,8,13.0,133,0,0,0,0,0.133,7.0,114.6,,6.3
2022-08-13 14,14,5,8,225,1,-0.4999999999999998,-0.8660254037844388,-0.9749279121818235,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,70,112,40,14,8,14.0,134,0,0,0,0,0.131,7.1,114.0,,6.1
2022-08-13 15,15,5,8,225,1,-0.7071067811865471,-0.7071067811865479,-0.9749279121818235,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,75,120,40,15,8,15.0,135,0,0,0,0,0.137,9.6,112.5,,8.0
2022-08-13 16,16,5,8,225,1,-0.8660254037844384,-0.5000000000000004,-0.9749279121818235,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,80,128,40,16,8,16.0,136,0,0,0,0,0.137,8.7,112.8,,7.4
2022-08-13 17,17,5,8,225,1,-0.9659258262890683,-0.25881904510252063,-0.9749279121818235,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,85,136,40,17,8,17.0,137,0,0,0,0,0.14,10.1,109.1,,8.2
2022-08-13 18,18,5,8,225,1,-1.0,-1.8369701987210297e-16,-0.9749279121818235,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,90,144,40,18,8,18.0,138,0,0,0,0,0.154,13.6,103.3,,8.0
2022-08-13 19,19,5,8,225,1,-0.9659258262890684,0.2588190451025203,-0.9749279121818235,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,95,152,40,19,8,19.0,139,0,0,0,0,0.2,23.2,91.0,,9.2
2022-08-13 20,20,5,8,225,1,-0.8660254037844386,0.5,-0.9749279121818235,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,100,160,40,20,8,20.0,140,0,0,0,0,0.247,33.9,75.0,,13.8
2022-08-13 21,21,5,8,225,1,-0.7071067811865477,0.7071067811865475,-0.9749279121818235,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,105,168,40,21,8,21.0,141,0,0,0,0,0.256,37.4,67.5,,15.6
2022-08-13 22,22,5,8,225,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818235,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,110,176,40,22,8,22.0,142,0,0,0,0,0.254,40.3,59.0,,14.3
2022-08-13 23,23,5,8,225,1,-0.2588190451025215,0.9659258262890681,-0.9749279121818235,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,115,184,40,23,8,23.0,143,0,0,0,0,0.224,34.5,62.5,,13.1
2022-08-14 00,0,6,8,226,1,0.0,1.0,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,0,0,48,0,8,0.0,144,0,0,0,0,0.212,31.8,62.3,,10.2
2022-08-14 01,1,6,8,226,1,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,6,8,48,1,8,1.0,145,0,0,0,0,0.161,15.0,90.8,,6.6
2022-08-14 02,2,6,8,226,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,12,16,48,2,8,2.0,146,0,0,0,0,0.15,11.2,92.8,13.4,5.5
2022-08-14 03,3,6,8,226,1,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,18,24,48,3,8,3.0,147,0,0,0,0,0.15,10.6,90.1,13.8,5.6
2022-08-14 04,4,6,8,226,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,24,32,48,4,8,4.0,148,0,0,0,0,0.155,12.8,83.2,15.9,6.6
2022-08-14 05,5,6,8,226,1,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,30,40,48,5,8,5.0,149,0,0,0,0,0.156,13.4,78.6,19.3,6.6
2022-08-14 06,6,6,8,226,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,36,48,48,6,8,6.0,150,0,0,0,0,0.155,14.8,74.1,,7.2
2022-08-14 07,7,6,8,226,1,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,42,56,48,7,8,7.0,151,0,0,0,0,0.172,17.8,73.2,,8.8
2022-08-14 08,8,6,8,226,1,0.8660254037844388,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,48,64,48,8,8,8.0,152,0,0,0,0,0.163,11.7,90.0,,8.0
2022-08-14 09,9,6,8,226,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,54,72,48,9,8,9.0,153,0,0,0,0,0.158,8.0,104.4,,13.1
2022-08-14 10,10,6,8,226,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,60,80,48,10,8,10.0,154,0,0,0,0,0.15,8.0,105.3,,9.8
2022-08-14 11,11,6,8,226,1,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,66,88,48,11,8,11.0,155,0,0,0,0,0.152,9.1,105.1,,9.2
2022-08-14 12,12,6,8,226,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,72,96,48,12,8,12.0,156,0,0,0,0,0.159,11.5,96.5,,12.6
2022-08-14 13,13,6,8,226,1,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,78,104,48,13,8,13.0,157,0,0,0,0,0.155,12.6,87.1,,10.0
2022-08-14 14,14,6,8,226,1,-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,84,112,48,14,8,14.0,158,0,0,0,0,0.156,12.9,88.6,,10.3
2022-08-14 15,15,6,8,226,1,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,90,120,48,15,8,15.0,159,0,0,0,0,0.175,12.1,87.2,,13.9
2022-08-14 16,16,6,8,226,1,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,96,128,48,16,8,16.0,160,0,0,0,0,0.168,12.5,90.7,,13.0
2022-08-14 17,17,6,8,226,1,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,102,136,48,17,8,17.0,161,0,0,0,0,0.16,14.4,89.7,,15.3
2022-08-14 18,18,6,8,226,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,108,144,48,18,8,18.0,162,0,0,0,0,0.164,20.7,78.6,,7.4
2022-08-14 19,19,6,8,226,1,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,114,152,48,19,8,19.0,163,0,0,0,0,0.197,37.5,59.9,,7.8
2022-08-14 20,20,6,8,226,1,-0.8660254037844386,0.5,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,120,160,48,20,8,20.0,164,0,0,0,0,0.394,33.4,58.9,64.2,59.3
2022-08-14 21,21,6,8,226,1,-0.7071067811865477,0.7071067811865475,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,126,168,48,21,8,21.0,165,0,0,0,0,0.271,37.6,40.0,31.5,27.7
2022-08-14 22,22,6,8,226,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,132,176,48,22,8,22.0,166,0,0,0,0,0.232,31.8,37.1,19.1,14.8
2022-08-14 23,23,6,8,226,1,-0.2588190451025215,0.9659258262890681,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,138,184,48,23,8,23.0,167,0,0,0,0,0.192,21.1,51.0,15.7,11.5
2022-08-15 00,0,0,8,227,0,0.0,1.0,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0,0,0,0,0,0.0,0,1,0,0,0,0.177,13.1,61.8,16.5,11.8
2022-08-15 01,1,0,8,227,0,0.25881904510252074,0.9659258262890683,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0,8,0,0,0,1.0,1,1,0,0,0,0.158,8.4,77.0,20.3,12.9
2022-08-15 02,2,0,8,227,0,0.49999999999999994,0.8660254037844387,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0,16,0,0,0,2.0,2,1,0,0,0,0.161,8.8,68.2,20.9,13.6
2022-08-15 03,3,0,8,227,0,0.7071067811865475,0.7071067811865476,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0,24,0,0,0,3.0,3,1,0,0,0,0.167,11.5,55.4,20.9,14.2
2022-08-15 04,4,0,8,227,0,0.8660254037844386,0.5000000000000001,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0,32,0,0,0,4.0,4,1,0,0,0,0.169,13.0,49.1,20.5,13.8
2022-08-15 05,5,0,8,227,0,0.9659258262890683,0.25881904510252074,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0,40,0,0,0,5.0,5,1,0,0,0,0.174,18.1,38.5,20.9,13.9
2022-08-15 06,6,0,8,227,0,1.0,6.123233995736766e-17,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0,48,0,0,0,6.0,6,1,0,0,0,0.181,18.3,36.7,20.6,13.6
2022-08-15 07,7,0,8,227,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0,56,0,0,0,7.0,7,1,0,0,0,0.154,11.8,48.1,21.2,13.1
2022-08-15 08,8,0,8,227,0,0.8660254037844388,-0.4999999999999998,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0,64,0,0,0,8.0,8,1,0,0,0,0.146,8.0,64.3,16.9,10.7
2022-08-15 09,9,0,8,227,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0,72,0,0,0,9.0,9,1,0,0,0,0.147,8.1,69.7,14.3,8.6
2022-08-15 10,10,0,8,227,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0,80,0,0,0,10.0,10,1,0,0,0,0.149,7.3,77.2,10.9,5.9
2022-08-15 11,11,0,8,227,0,0.258819045102521,-0.9659258262890682,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0,88,0,0,0,11.0,11,1,0,0,0,0.156,9.2,76.7,12.5,7.2
2022-08-15 12,12,0,8,227,0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0,96,0,0,0,12.0,12,1,0,0,0,0.159,8.8,81.2,12.3,7.2
2022-08-15 13,13,0,8,227,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0,104,0,0,0,13.0,13,1,0,0,0,0.167,9.8,88.1,11.5,7.4
2022-08-15 14,14,0,8,227,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0,112,0,0,0,14.0,14,1,0,0,0,0.162,10.8,99.6,,7.7
2022-08-15 15,15,0,8,227,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0,120,0,0,0,15.0,15,1,0,0,0,0.16,10.4,108.9,,10.3
2022-08-15 16,16,0,8,227,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0,128,0,0,0,16.0,16,1,0,0,0,0.161,12.3,103.1,,11.3
2022-08-15 17,17,0,8,227,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0,136,0,0,0,17.0,17,1,0,0,0,0.175,12.2,97.6,21.7,11.9
2022-08-15 18,18,0,8,227,0,-1.0,-1.8369701987210297e-16,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0,144,0,0,0,18.0,18,1,0,0,0,0.197,14.2,105.3,27.0,13.8
2022-08-15 19,19,0,8,227,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0,152,0,0,0,19.0,19,1,0,0,0,0.194,19.3,101.7,27.2,15.8
2022-08-15 20,20,0,8,227,0,-0.8660254037844386,0.5,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0,160,0,0,0,20.0,20,1,0,0,0,0.199,19.0,100.8,30.1,17.0
2022-08-15 21,21,0,8,227,0,-0.7071067811865477,0.7071067811865475,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0,168,0,0,0,21.0,21,1,0,0,0,0.2,18.9,97.3,29.5,17.3
2022-08-15 22,22,0,8,227,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0,176,0,0,0,22.0,22,1,0,0,0,0.214,20.9,90.0,32.0,18.3
2022-08-15 23,23,0,8,227,0,-0.2588190451025215,0.9659258262890681,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0,184,0,0,0,23.0,23,1,0,0,0,0.217,18.0,86.6,30.4,19.0
2022-08-16 00,0,1,8,228,0,0.0,1.0,0.7818314824680297,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,0,0,8,0,0,0.0,24,0,0,0,0,0.237,20.8,71.8,30.6,20.8
2022-08-16 01,1,1,8,228,0,0.25881904510252074,0.9659258262890683,0.7818314824680297,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,1,8,8,0,0,1.0,25,0,0,0,0,0.217,17.7,77.2,29.2,19.6
2022-08-16 02,2,1,8,228,0,0.49999999999999994,0.8660254037844387,0.7818314824680297,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,2,16,8,0,0,2.0,26,0,0,0,0,0.193,13.2,88.4,27.4,19.2
2022-08-16 03,3,1,8,228,0,0.7071067811865475,0.7071067811865476,0.7818314824680297,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,3,24,8,0,0,3.0,27,0,0,0,0,0.221,28.6,54.5,29.4,21.0
2022-08-16 04,4,1,8,228,0,0.8660254037844386,0.5000000000000001,0.7818314824680297,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,4,32,8,0,0,4.0,28,0,0,0,0,0.218,37.1,41.3,28.1,19.8
2022-08-16 05,5,1,8,228,0,0.9659258262890683,0.25881904510252074,0.7818314824680297,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,5,40,8,0,0,5.0,29,0,0,0,0,0.224,38.7,38.7,28.9,17.6
2022-08-16 06,6,1,8,228,0,1.0,6.123233995736766e-17,0.7818314824680297,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,6,48,8,0,0,6.0,30,0,0,0,0,0.224,35.7,42.1,28.1,16.1
2022-08-16 07,7,1,8,228,0,0.9659258262890683,-0.25881904510252063,0.7818314824680297,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,7,56,8,0,0,7.0,31,0,0,0,0,0.258,53.9,28.0,,16.7
2022-08-16 08,8,1,8,228,0,0.8660254037844388,-0.4999999999999998,0.7818314824680297,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,8,64,8,0,0,8.0,32,0,0,0,0,0.627,39.2,46.6,,16.7
2022-08-16 09,9,1,8,228,0,0.7071067811865476,-0.7071067811865475,0.7818314824680297,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,9,72,8,0,0,9.0,33,0,0,0,0,0.371,25.0,71.7,,15.0
2022-08-16 10,10,1,8,228,0,0.49999999999999994,-0.8660254037844387,0.7818314824680297,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,10,80,8,0,0,10.0,34,0,0,0,0,0.181,17.7,86.2,,14.6
2022-08-16 11,11,1,8,228,0,0.258819045102521,-0.9659258262890682,0.7818314824680297,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,11,88,8,0,0,11.0,35,0,0,0,0,0.18,14.9,94.4,,16.2
2022-08-16 12,12,1,8,228,0,1.2246467991473532e-16,-1.0,0.7818314824680297,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,12,96,8,0,0,12.0,36,0,0,0,0,0.188,15.7,101.1,,15.7
2022-08-16 13,13,1,8,228,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680297,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,13,104,8,0,0,13.0,37,0,0,0,0,0.175,11.1,106.8,,16.7
2022-08-16 14,14,1,8,228,0,-0.4999999999999998,-0.8660254037844388,0.7818314824680297,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,14,112,8,0,0,14.0,38,0,0,0,0,0.165,8.6,113.3,,16.4
2022-08-16 15,15,1,8,228,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680297,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,15,120,8,0,0,15.0,39,0,0,0,0,0.174,10.6,110.9,,16.6
2022-08-16 16,16,1,8,228,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680297,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,16,128,8,0,0,16.0,40,0,0,0,0,0.186,19.6,81.9,,15.4
2022-08-16 17,17,1,8,228,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680297,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,17,136,8,0,0,17.0,41,0,0,0,0,0.209,16.7,85.5,11.5,8.6
2022-08-16 18,18,1,8,228,0,-1.0,-1.8369701987210297e-16,0.7818314824680297,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,18,144,8,0,0,18.0,42,0,0,0,0,0.23,23.0,69.7,13.3,11.0
2022-08-16 19,19,1,8,228,0,-0.9659258262890684,0.2588190451025203,0.7818314824680297,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,19,152,8,0,0,19.0,43,0,0,0,0,0.266,25.0,58.4,17.9,14.6
2022-08-16 20,20,1,8,228,0,-0.8660254037844386,0.5,0.7818314824680297,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,20,160,8,0,0,20.0,44,0,0,0,0,0.239,27.0,57.0,16.6,12.9
2022-08-16 21,21,1,8,228,0,-0.7071067811865477,0.7071067811865475,0.7818314824680297,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,21,168,8,0,0,21.0,45,0,0,0,0,0.229,26.1,54.9,14.9,11.5
2022-08-16 22,22,1,8,228,0,-0.5000000000000004,0.8660254037844384,0.7818314824680297,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,22,176,8,0,0,22.0,46,0,0,0,0,0.2,20.6,57.0,14.3,10.5
2022-08-16 23,23,1,8,228,0,-0.2588190451025215,0.9659258262890681,0.7818314824680297,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,23,184,8,0,0,23.0,47,0,0,0,0,0.231,26.6,44.4,18.8,14.0
2022-08-17 00,0,2,8,229,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,0,0,16,0,0,0.0,48,0,0,0,0,0.217,19.0,49.5,17.5,13.5
2022-08-17 01,1,2,8,229,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,2,8,16,0,0,1.0,49,0,0,0,0,0.198,18.5,43.1,15.4,10.9
2022-08-17 02,2,2,8,229,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,4,16,16,0,0,2.0,50,0,0,0,0,0.189,18.0,39.7,16.0,11.5
2022-08-17 03,3,2,8,229,0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,6,24,16,0,0,3.0,51,0,0,0,0,0.174,14.9,46.6,15.3,10.5
2022-08-17 04,4,2,8,229,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,8,32,16,0,0,4.0,52,0,0,0,0,0.19,24.9,41.0,16.2,11.4
2022-08-17 05,5,2,8,229,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,10,40,16,0,0,5.0,53,0,0,0,0,0.208,38.2,29.3,18.3,12.7
2022-08-17 06,6,2,8,229,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,12,48,16,0,0,6.0,54,0,0,0,0,0.214,33.4,31.8,21.9,14.5
2022-08-17 07,7,2,8,229,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,14,56,16,0,0,7.0,55,0,0,0,0,0.233,36.2,30.4,23.9,15.3
2022-08-17 08,8,2,8,229,0,0.8660254037844388,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,16,64,16,0,0,8.0,56,0,0,0,0,0.207,24.7,40.4,22.3,13.1
2022-08-17 09,9,2,8,229,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,18,72,16,0,0,9.0,57,0,0,0,0,0.19,21.5,49.1,24.1,14.2
2022-08-17 10,10,2,8,229,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,20,80,16,0,0,10.0,58,0,0,0,0,0.22,24.9,44.4,24.9,16.6
2022-08-17 11,11,2,8,229,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,22,88,16,0,0,11.0,59,0,0,0,0,0.22,25.9,41.8,27.3,18.9
2022-08-17 12,12,2,8,229,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,24,96,16,0,0,12.0,60,0,0,0,0,0.211,22.2,54.3,30.5,20.4
2022-08-17 13,13,2,8,229,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,26,104,16,0,0,13.0,61,0,0,0,0,0.181,13.7,76.3,26.0,16.7
2022-08-17 14,14,2,8,229,0,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,28,112,16,0,0,14.0,62,0,0,0,0,0.171,9.7,94.8,20.4,12.6
2022-08-17 15,15,2,8,229,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,30,120,16,0,0,15.0,63,0,0,0,0,0.173,11.7,100.0,19.2,12.4
2022-08-17 16,16,2,8,229,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,32,128,16,0,0,16.0,64,0,0,0,0,0.17,13.2,93.4,17.9,11.1
2022-08-17 17,17,2,8,229,0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,34,136,16,0,0,17.0,65,0,0,0,0,0.18,19.2,79.1,15.6,10.1
2022-08-17 18,18,2,8,229,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,36,144,16,0,0,18.0,66,0,0,0,0,0.2,25.5,71.0,15.6,11.4
2022-08-17 19,19,2,8,229,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,38,152,16,0,0,19.0,67,0,0,0,0,0.251,39.8,51.5,16.8,11.6
2022-08-17 20,20,2,8,229,0,-0.8660254037844386,0.5,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,40,160,16,0,0,20.0,68,0,0,0,0,0.33,72.3,16.8,20.9,16.1
2022-08-17 21,21,2,8,229,0,-0.7071067811865477,0.7071067811865475,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,42,168,16,0,0,21.0,69,0,0,0,0,0.344,65.9,16.9,20.8,15.1
